""	"OBJECTID"	"ULAND"	"UREGBEZ"	"UKREIS"	"UGEMEINDE"	"UJAHR"	"UMONAT"	"USTUNDE"	"UWOCHENTAG"	"UKATEGORIE"	"UART"	"UTYP1"	"ULICHTVERH"	"IstRad"	"IstPKW"	"IstFuss"	"IstKrad"	"IstGkfz"	"IstSonstig"	"LINREFX"	"LINREFY"	"XGCSWGS84"	"YGCSWGS84"	"STRZUSTAND"	"geometry"
"1"	49090	"11"	"0"	"12"	"012"	"2019"	"01"	"13"	"6"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	794062.283751	5835083.82313	13.341464046	52.586085144	"1"	c(794062.283750645, 5835083.82313267, 1.00659999999334)
"2"	49091	"11"	"0"	"03"	"003"	"2019"	"01"	"09"	"5"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	799130.400684	5832327.41517	13.413562745	52.558615438	"0"	c(799130.400683809, 5832327.41517401, 2.05270000000019)
"3"	49093	"11"	"0"	"12"	"012"	"2019"	"03"	"21"	"6"	"3"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	795437.612968	5833549.45426	13.360337789	52.571585883	"0"	c(795437.612967791, 5833549.45425986, 1.00260000000708)
"4"	49136	"11"	"0"	"01"	"001"	"2019"	"01"	"11"	"1"	"3"	"5"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	796921.453279	5827454.8154	13.376720542	52.516147028	"1"	c(796921.453279143, 5827454.81539673, 1.76230000000214)
"5"	49140	"11"	"0"	"02"	"002"	"2019"	"01"	"08"	"4"	"3"	"5"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	803093.671292	5827633.67789	13.467566528	52.514355202	"1"	c(803093.671292068, 5827633.67788512, 2.74779999999737)
"6"	49160	"11"	"0"	"02"	"002"	"2019"	"01"	"19"	"3"	"3"	"2"	"6"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	802102.722725	5827496.00548	13.452883083	52.513671003	"1"	c(802102.722724799, 5827496.00548075, 0.25789999999688)
"7"	49164	"11"	"0"	"10"	"010"	"2019"	"02"	"10"	"4"	"2"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	807954.865148	5828854.3591	13.540107417	52.522572089	"0"	c(807954.86514803, 5828854.3591, 0.782300000006217)
"8"	49183	"11"	"0"	"01"	"001"	"2019"	"01"	"11"	"1"	"3"	"5"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	796921.546994	5827454.83043	13.376721933	52.516147111	"1"	c(796921.546993767, 5827454.83043187, 1.76240000000689)
"9"	49189	"11"	"0"	"07"	"007"	"2019"	"02"	"12"	"6"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	799228.145135	5816332.37692	13.400640125	52.415188652	"0"	c(799228.145134738, 5816332.37692256, 3.21169999999984)
"10"	49192	"11"	"0"	"03"	"003"	"2019"	"01"	"18"	"6"	"3"	"5"	"3"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	800139.29843	5832459.02574	13.428519437	52.559239979	"1"	c(800139.298430159, 5832459.02574434, 2.32399999999325)
"11"	49194	"11"	"0"	"03"	"003"	"2019"	"01"	"20"	"4"	"3"	"5"	"3"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	798015.556917	5833645.40766	13.398350301	52.571040647	"0"	c(798015.556916955, 5833645.40766246, 0.927599999995437)
"12"	49196	"11"	"0"	"07"	"007"	"2019"	"01"	"18"	"6"	"3"	"1"	"5"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	795657.405635	5823950.33637	13.355035377	52.485418927	"1"	c(795657.405635227, 5823950.3363722, 2.15709999999672)
"13"	49199	"11"	"0"	"06"	"006"	"2019"	"01"	"18"	"5"	"3"	"5"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	793138.187812	5820207.45945	13.314753509	52.453223504	"0"	c(793138.187812272, 5820207.45945391, 0.825400000001537)
"14"	49202	"11"	"0"	"01"	"001"	"2019"	"03"	"17"	"7"	"3"	"2"	"7"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	798880.656634	5828063.98593	13.40605465	52.520537253	"0"	c(798880.656633503, 5828063.98593408, 0.306599999996251)
"15"	49206	"11"	"0"	"01"	"001"	"2019"	"02"	"16"	"5"	"3"	"0"	"6"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	795888.375691	5829545.26158	13.363400798	52.535447415	"0"	c(795888.375691034, 5829545.26158234, 0.840400000000955)
"16"	49210	"11"	"0"	"03"	"003"	"2019"	"01"	"14"	"2"	"3"	"0"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	799219.351843	5831430.52423	13.414062552	52.550527365	"0"	c(799219.351843212, 5831430.52422648, 2.96950000000652)
"17"	49229	"11"	"0"	"01"	"001"	"2019"	"02"	"10"	"4"	"1"	"5"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	799571.012	5828269.929	13.416384431	52.522004399	"0"	c(799571.012000002, 5828269.929, 0.380699999994249)
"18"	49236	"11"	"0"	"07"	"007"	"2019"	"01"	"14"	"6"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	797550.088	5818304.145	13.377793819	52.433778475	"0"	c(797550.088000001, 5818304.145, 2.56029999999737)
"19"	49254	"11"	"0"	"02"	"002"	"2019"	"02"	"20"	"4"	"3"	"2"	"6"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	802738.936701	5827670.9281	13.462388911	52.514886077	"0"	c(802738.93670118, 5827670.9281004, 2.39109999999346)
"20"	49277	"11"	"0"	"03"	"003"	"2019"	"02"	"18"	"4"	"3"	"6"	"4"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	799173.140861	5830789.64778	13.412805726	52.544808289	"0"	c(799173.140861068, 5830789.6477828, 3.61229999999341)
"21"	49286	"11"	"0"	"03"	"003"	"2019"	"02"	"19"	"3"	"3"	"1"	"5"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	800375.414731	5830010.80965	13.429777633	52.537165878	"0"	c(800375.414730751, 5830010.8096481, 1.13219999999274)
"22"	49289	"11"	"0"	"01"	"001"	"2019"	"03"	"14"	"7"	"3"	"4"	"6"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	797242.264895	5826765.30698	13.380818527	52.509791608	"1"	c(797242.264894677, 5826765.30697598, 0.0911999999952968)
"23"	49299	"11"	"0"	"02"	"002"	"2019"	"02"	"13"	"5"	"3"	"5"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	801808.574432	5826347.66071	13.447520475	52.503541138	"0"	c(801808.574431853, 5826347.66070903, 0.102499999993597)
"24"	49307	"11"	"0"	"03"	"003"	"2019"	"01"	"12"	"3"	"3"	"5"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	800973.434765	5830485.58071	13.438998222	52.541091389	"0"	c(800973.434765283, 5830485.58070519, 1.76219999999739)
"25"	49323	"11"	"0"	"01"	"001"	"2019"	"03"	"22"	"5"	"3"	"2"	"2"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	798782.391595	5827998.14075	13.404551551	52.520000893	"0"	c(798782.391594691, 5827998.14074727, 0.17609999999695)
"26"	49337	"11"	"0"	"03"	"003"	"2019"	"02"	"14"	"7"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	801544.955	5831193.72657	13.448042718	52.547122553	"0"	c(801544.955000091, 5831193.72656781, 0.00909999999566935)
"27"	49379	"11"	"0"	"01"	"001"	"2019"	"01"	"12"	"3"	"3"	"3"	"6"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	799038.740276	5827532.03399	13.40789945	52.51568241	"0"	c(799038.74027629, 5827532.0339943, 0.642500000001746)
"28"	49409	"11"	"0"	"03"	"003"	"2019"	"02"	"17"	"6"	"3"	"3"	"6"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	800199.412682	5831003.08986	13.428087098	52.546156934	"0"	c(800199.412681641, 5831003.08986305, 0.834300000002258)
"29"	49458	"11"	"0"	"01"	"001"	"2019"	"02"	"18"	"4"	"3"	"2"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	799784.198031	5828665.24482	13.419873476	52.525430609	"0"	c(799784.198031122, 5828665.24481671, 0.00569999999424908)
"30"	49465	"11"	"0"	"03"	"003"	"2019"	"02"	"18"	"6"	"3"	"1"	"5"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	800548.415244	5829803.14002	13.432132851	52.53520911	"0"	c(800548.415244429, 5829803.14002021, 0.958299999998417)
"31"	49471	"11"	"0"	"02"	"002"	"2019"	"02"	"15"	"4"	"3"	"3"	"6"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	802176.378057	5827706.48042	13.454156303	52.51551669	"0"	c(802176.37805709, 5827706.48041681, 1.91370000000461)
"32"	49481	"11"	"0"	"03"	"003"	"2019"	"02"	"15"	"3"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	802970.002569	5833351.90441	13.470963794	52.56567512	"0"	c(802970.002569104, 5833351.90440849, 1.02589999999327)
"33"	49500	"11"	"0"	"02"	"002"	"2019"	"01"	"16"	"5"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	802111.71128	5827388.09744	13.452917175	52.512698844	"0"	c(802111.711279745, 5827388.09743994, 1.58879999999772)
"34"	49502	"11"	"0"	"02"	"002"	"2019"	"02"	"15"	"5"	"3"	"6"	"7"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	803127.538759	5827630.32261	13.468061025	52.514306308	"0"	c(803127.538759178, 5827630.3226097, 2.78179999999702)
"35"	49506	"11"	"0"	"04"	"004"	"2019"	"02"	"09"	"2"	"3"	"5"	"7"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	790418.182514	5826358.66557	13.280197477	52.509821976	"0"	c(790418.18251376, 5826358.66557183, 0.440600000001723)
"36"	49540	"11"	"0"	"01"	"001"	"2019"	"03"	"07"	"5"	"3"	"0"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	799676.434977	5828479.04161	13.418122012	52.523820835	"1"	c(799676.434977476, 5828479.04161112, 0.211500000004889)
"37"	49547	"11"	"0"	"03"	"003"	"2019"	"01"	"14"	"4"	"3"	"1"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	799114.583602	5832339.20995	13.413340753	52.558729848	"0"	c(799114.583601502, 5832339.20995102, 2.03290000000561)
"38"	49554	"11"	"0"	"03"	"003"	"2019"	"02"	"15"	"7"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	799197.111068	5831455.21683	13.413757766	52.550760912	"0"	c(799197.111068101, 5831455.21682555, 1.0905000000057)
"39"	49573	"11"	"0"	"03"	"003"	"2019"	"02"	"17"	"4"	"3"	"5"	"7"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	798058.612726	5834034.66512	13.399333584	52.574506209	"0"	c(798058.612726072, 5834034.66512125, 0.533699999999953)
"40"	49582	"11"	"0"	"03"	"003"	"2019"	"01"	"17"	"3"	"3"	"5"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	798153.563617	5836012.72559	13.402510131	52.592184597	"1"	c(798153.563616887, 5836012.72558729, 1.75849999999627)
"41"	49587	"11"	"0"	"03"	"003"	"2019"	"02"	"15"	"4"	"3"	"4"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	799148.808757	5830786.73373	13.41244536	52.544795529	"0"	c(799148.808757151, 5830786.73373336, 0.419899999993504)
"42"	49589	"11"	"0"	"04"	"004"	"2019"	"03"	"10"	"4"	"3"	"0"	"6"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	788846.576973	5826110.73417	13.256889573	52.508433644	"1"	c(788846.576973406, 5826110.73417147, 4.19920000000275)
"43"	49613	"11"	"0"	"03"	"003"	"2019"	"02"	"11"	"6"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	798165.595862	5836120.9661	13.402784664	52.593148215	"0"	c(798165.595862254, 5836120.96609723, 1.86740000000282)
"44"	49660	"11"	"0"	"09"	"009"	"2019"	"02"	"18"	"5"	"3"	"5"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	806524.053472	5821210.68918	13.512054386	52.454873584	"0"	c(806524.053471891, 5821210.68917704, 5.52069999999367)
"45"	49685	"11"	"0"	"01"	"001"	"2019"	"02"	"11"	"2"	"3"	"3"	"6"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	797686.569382	5826838.68022	13.387411558	52.510207038	"0"	c(797686.569382139, 5826838.68022243, 0.541400000001886)
"46"	49697	"11"	"0"	"10"	"010"	"2019"	"03"	"11"	"6"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	812564.846932	5827180.93221	13.606262645	52.50495353	"1"	c(812564.846932105, 5827180.93221362, 4.53160000000207)
"47"	49707	"11"	"0"	"07"	"007"	"2019"	"02"	"18"	"4"	"3"	"6"	"7"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	797835.825394	5822235.16216	13.385489937	52.46886038	"0"	c(797835.825394168, 5822235.16216079, 3.3527000000031)
"48"	49767	"11"	"0"	"02"	"002"	"2019"	"02"	"15"	"6"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	802148.993042	5827725.84518	13.453771551	52.515705427	"0"	c(802148.993041952, 5827725.84518135, 0.0233000000007451)
"49"	49794	"11"	"0"	"02"	"002"	"2019"	"03"	"13"	"4"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	803082.745318	5827634.79811	13.467407032	52.514371314	"0"	c(803082.745317874, 5827634.798114, 2.73679999999877)
"50"	49817	"11"	"0"	"12"	"012"	"2019"	"02"	"14"	"6"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	794053.073	5835100.464	13.341343253	52.586239295	"0"	c(794053.073000001, 5835100.464, 1.02559999999357)
"51"	49855	"11"	"0"	"12"	"012"	"2019"	"02"	"08"	"4"	"3"	"5"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	794559.159638	5833821.74058	13.347655284	52.574502814	"0"	c(794559.159637678, 5833821.74058381, 0.0243000000045868)
"52"	49865	"11"	"0"	"03"	"003"	"2019"	"02"	"17"	"5"	"3"	"2"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	799180.748	5830360.858	13.412531401	52.540960674	"0"	c(799180.748, 5830360.858, 0.0157000000035623)
"53"	49874	"11"	"0"	"02"	"002"	"2019"	"02"	"14"	"6"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	803499.951151	5827608.43488	13.473512204	52.513903042	"0"	c(803499.951150756, 5827608.43487998, 3.08520000000135)
"54"	49876	"11"	"0"	"01"	"001"	"2019"	"03"	"13"	"6"	"3"	"1"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	795899.671082	5831859.11391	13.365628239	52.556182717	"0"	c(795899.671081806, 5831859.11390983, 0.541400000001886)
"55"	49912	"11"	"0"	"09"	"009"	"2019"	"01"	"15"	"5"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	804104.646849	5824365.09499	13.479434339	52.484497197	"0"	c(804104.646848915, 5824365.09499221, 0.562000000005355)
"56"	49915	"11"	"0"	"02"	"002"	"2019"	"02"	"15"	"3"	"3"	"3"	"6"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	797792.319635	5825524.908	13.387790143	52.498372922	"0"	c(797792.319635214, 5825524.90800282, 1.19779999999446)
"57"	49928	"11"	"0"	"03"	"003"	"2019"	"02"	"14"	"5"	"3"	"2"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	798001.247174	5833659.89369	13.398152799	52.571178328	"0"	c(798001.247173757, 5833659.89369219, 0.970100000005914)
"58"	49933	"11"	"0"	"02"	"002"	"2019"	"01"	"11"	"3"	"2"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	802178.101494	5827715.21705	13.454189558	52.515594041	"1"	c(802178.101493903, 5827715.2170475, 1.92260000000533)
"59"	49942	"11"	"0"	"06"	"006"	"2019"	"02"	"23"	"7"	"2"	"5"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	783889.223307	5815954.01858	13.175402964	52.419967842	"0"	c(783889.22330664, 5815954.01858222, 0.00220000000263099)
"60"	49953	"11"	"0"	"10"	"010"	"2019"	"03"	"07"	"4"	"3"	"0"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	813046.813153	5827190.73841	13.613349597	52.504765109	"0"	c(813046.813152862, 5827190.73840528, 3.62029999999504)
"61"	49959	"11"	"0"	"02"	"002"	"2019"	"01"	"17"	"3"	"3"	"6"	"4"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	797848.78728	5825021.38476	13.388169291	52.493828616	"1"	c(797848.787280101, 5825021.38475822, 0.119300000005751)
"62"	49980	"11"	"0"	"07"	"007"	"2019"	"02"	"14"	"1"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	795496.134	5823347.6	13.352133034	52.480103142	"0"	c(795496.134000001, 5823347.6, 0.319099999993341)
"63"	49991	"11"	"0"	"03"	"003"	"2019"	"02"	"08"	"6"	"2"	"5"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	800459.546671	5829705.87029	13.430738648	52.534386255	"0"	c(800459.54667051, 5829705.87029053, 0.834400000007008)
"64"	49996	"11"	"0"	"01"	"001"	"2019"	"01"	"17"	"2"	"3"	"2"	"7"	"2"	"1"	"1"	"0"	"0"	"0"	"1"	799186.240597	5828361.26346	13.410812428	52.523034329	"1"	c(799186.240596884, 5828361.26346071, 0.733200000002398)
"65"	50002	"11"	"0"	"04"	"004"	"2019"	"02"	"18"	"4"	"3"	"5"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	792757.40881	5826766.5405	13.314926093	52.512228079	"0"	c(792757.40881025, 5826766.54049829, 2.82259999999951)
"66"	50018	"11"	"0"	"01"	"001"	"2019"	"02"	"22"	"5"	"3"	"5"	"3"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	799313.363993	5827964.96554	13.412323921	52.51941235	"1"	c(799313.363993305, 5827964.9655421, 0.119300000005751)
"67"	50038	"11"	"0"	"04"	"004"	"2019"	"01"	"19"	"7"	"3"	"5"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	788939.73	5826125.888	13.258271455	52.508520172	"1"	c(788939.730000001, 5826125.888, 4.29360000000452)
"68"	50046	"11"	"0"	"02"	"002"	"2019"	"01"	"16"	"5"	"3"	"5"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	797852.920991	5825504.69894	13.38866215	52.4981587	"0"	c(797852.920991374, 5825504.69894249, 1.26170000000275)
"69"	50049	"11"	"0"	"07"	"007"	"2019"	"02"	"09"	"6"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	797884.346013	5820426.6786	13.384588239	52.452622847	"0"	c(797884.346013071, 5820426.6785996, 1.53130000000237)
"70"	50081	"11"	"0"	"03"	"003"	"2019"	"01"	"17"	"5"	"3"	"4"	"6"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	801562.589892	5829002.32588	13.446313379	52.527471175	"0"	c(801562.589891623, 5829002.32588495, 2.71670000000449)
"71"	50084	"11"	"0"	"10"	"010"	"2019"	"02"	"07"	"5"	"3"	"5"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	812581.722267	5827181.81304	13.60651129	52.504951756	"0"	c(812581.722267365, 5827181.8130395, 4.54850000000442)
"72"	50127	"11"	"0"	"03"	"003"	"2019"	"01"	"15"	"7"	"3"	"5"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	803322.826707	5833646.05828	13.476422154	52.568115062	"1"	c(803322.826707439, 5833646.05828498, 1.48660000000382)
"73"	50132	"11"	"0"	"02"	"002"	"2019"	"02"	"07"	"2"	"3"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	802144.42655	5827754.66171	13.453730628	52.515966239	"0"	c(802144.426550321, 5827754.6617077, 0.00609999999869615)
"74"	50135	"11"	"0"	"12"	"012"	"2019"	"03"	"08"	"6"	"3"	"6"	"7"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	795424.15818	5833584.25671	13.360170839	52.571905157	"0"	c(795424.158180152, 5833584.25671452, 0.965200000006007)
"75"	50147	"11"	"0"	"03"	"003"	"2019"	"02"	"07"	"2"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	799592.435951	5830298.95305	13.418527837	52.540179607	"0"	c(799592.435950719, 5830298.95304792, 0.297099999996135)
"76"	50156	"11"	"0"	"07"	"007"	"2019"	"06"	"01"	"7"	"3"	"5"	"3"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	797846.309445	5822358.01073	13.385753489	52.469955866	"0"	c(797846.309445334, 5822358.01073071, 3.4710999999952)
"77"	50159	"11"	"0"	"03"	"003"	"2019"	"06"	"08"	"6"	"3"	"6"	"4"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	800154.964294	5830844.12782	13.427289942	52.544756604	"0"	c(800154.964294341, 5830844.12781762, 0.668499999999767)
"78"	50160	"11"	"0"	"07"	"007"	"2019"	"11"	"14"	"5"	"2"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	795233.804626	5823511.49781	13.348426613	52.481714261	"0"	c(795233.804625819, 5823511.497806, 0.00979999999981374)
"79"	50161	"11"	"0"	"02"	"002"	"2019"	"08"	"16"	"5"	"3"	"4"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	802733.552787	5827686.54889	13.462324025	52.515029073	"0"	c(802733.552787364, 5827686.54888744, 2.31479999999283)
"80"	50173	"11"	"0"	"06"	"006"	"2019"	"08"	"15"	"5"	"3"	"0"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	786710.212653	5817015.3905	13.217681965	52.428013402	"0"	c(786710.212653305, 5817015.3904997, 1.2554999999993)
"81"	50175	"11"	"0"	"04"	"004"	"2019"	"08"	"16"	"5"	"3"	"0"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	791299.71822	5826502.10371	13.293275564	52.51063786	"0"	c(791299.718219519, 5826502.10370875, 1.33379999999306)
"82"	50181	"11"	"0"	"02"	"002"	"2019"	"08"	"14"	"5"	"3"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	802149.162809	5827848.07896	13.453885046	52.516800914	"0"	c(802149.16280914, 5827848.07895831, 0.106199999994715)
"83"	50185	"11"	"0"	"04"	"004"	"2019"	"09"	"17"	"7"	"3"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	787967.647156	5825968.85964	13.243852234	52.507626345	"0"	c(787967.647155699, 5825968.85963549, 3.30879999999888)
"84"	50189	"11"	"0"	"02"	"002"	"2019"	"09"	"19"	"7"	"2"	"0"	"7"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	801810.21869	5826351.44921	13.44754806	52.503574185	"0"	c(801810.218689683, 5826351.44921362, 0.106599999999162)
"85"	50190	"11"	"0"	"06"	"006"	"2019"	"08"	"09"	"5"	"3"	"0"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	787857.291795	5817527.36496	13.234946983	52.432001294	"0"	c(787857.291794769, 5817527.36496383, 2.51170000000275)
"86"	50193	"11"	"0"	"03"	"003"	"2019"	"06"	"11"	"2"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	798175.831723	5836248.32234	13.403049979	52.59428416	"0"	c(798175.831722785, 5836248.32234442, 1.99529999999504)
"87"	50194	"11"	"0"	"03"	"003"	"2019"	"09"	"09"	"7"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	800844.056595	5830325.92588	13.436951706	52.539731822	"0"	c(800844.056595015, 5830325.9258767, 1.56410000000324)
"88"	50196	"11"	"0"	"02"	"002"	"2019"	"06"	"16"	"6"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	797065.088384	5825692.49229	13.377258322	52.500271482	"0"	c(797065.088384245, 5825692.4922907, 0.0681999999942491)
"89"	50200	"11"	"0"	"01"	"001"	"2019"	"06"	"07"	"6"	"3"	"1"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	795927.427238	5831703.70897	13.365897913	52.554774587	"0"	c(795927.427237977, 5831703.70897333, 0.383499999996275)
"90"	50202	"11"	"0"	"01"	"001"	"2019"	"08"	"21"	"4"	"3"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	799254.996603	5827906.66512	13.411413825	52.518921806	"0"	c(799254.996602779, 5827906.6651183, 0.0366000000067288)
"91"	50205	"11"	"0"	"02"	"002"	"2019"	"09"	"08"	"7"	"3"	"8"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	802124.543187	5828064.60639	13.453719958	52.518755287	"0"	c(802124.543186881, 5828064.60638809, 0.0598000000027241)
"92"	50208	"11"	"0"	"02"	"002"	"2019"	"05"	"16"	"3"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	800940.944195	5827855.44822	13.436139867	52.517534995	"0"	c(800940.944195267, 5827855.44822437, 0.583700000002864)
"93"	50210	"11"	"0"	"01"	"001"	"2019"	"06"	"00"	"4"	"3"	"0"	"7"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	794603.400145	5827079.28658	13.342326234	52.514037762	"0"	c(794603.400144962, 5827079.28658216, 0.435200000007171)
"94"	50211	"11"	"0"	"01"	"001"	"2019"	"09"	"16"	"7"	"3"	"6"	"7"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	796735.868296	5827424.06932	13.373966202	52.515972426	"0"	c(796735.868296465, 5827424.06932492, 1.574099999998)
"95"	50215	"11"	"0"	"11"	"011"	"2019"	"05"	"18"	"3"	"3"	"3"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	805619.750071	5827378.17428	13.504441494	52.510655776	"0"	c(805619.750070632, 5827378.17427525, 0.223100000002887)
"96"	50220	"11"	"0"	"01"	"001"	"2019"	"05"	"21"	"3"	"3"	"0"	"3"	"2"	"1"	"0"	"0"	"1"	"0"	"0"	796349.339	5826136.498	13.367140221	52.504640745	"0"	c(796349.339, 5826136.498, 0)
"97"	50222	"11"	"0"	"07"	"007"	"2019"	"09"	"16"	"6"	"3"	"5"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	797630.518145	5818588.0475	13.379226173	52.436279627	"0"	c(797630.518144757, 5818588.04749885, 2.85589999999502)
"98"	50226	"11"	"0"	"03"	"003"	"2019"	"05"	"16"	"3"	"3"	"1"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	799210.606094	5831232.04461	13.413755112	52.548753111	"0"	c(799210.60609417, 5831232.04460628, 3.16820000000007)
"99"	50235	"11"	"0"	"02"	"002"	"2019"	"10"	"17"	"6"	"3"	"3"	"6"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	802136.902112	5827508.36963	13.453396447	52.513762892	"1"	c(802136.902112099, 5827508.36962683, 1.71169999999984)
"100"	50242	"11"	"0"	"03"	"003"	"2019"	"06"	"16"	"2"	"2"	"2"	"7"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	800048.45073	5829001.05534	13.424059897	52.528295233	"0"	c(800048.450729681, 5829001.05533703, 0.0130999999964843)
