""	"OBJECTID"	"ULAND"	"UREGBEZ"	"UKREIS"	"UGEMEINDE"	"UJAHR"	"UMONAT"	"USTUNDE"	"UWOCHENTAG"	"UKATEGORIE"	"UART"	"UTYP1"	"ULICHTVERH"	"IstRad"	"IstPKW"	"IstFuss"	"IstKrad"	"IstGkfz"	"IstSonstig"	"LINREFX"	"LINREFY"	"XGCSWGS84"	"YGCSWGS84"	"STRZUSTAND"	"geometry"
"491"	51473	"11"	"0"	"03"	"003"	"2019"	"10"	"19"	"1"	"3"	"5"	"7"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	799432.697886	5830328.93377	13.416206574	52.540536135	"1"	c(799432.697885843, 5830328.93377374, 0.134500000000116)
"492"	51478	"11"	"0"	"04"	"004"	"2019"	"03"	"19"	"6"	"3"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	794100.76366	5826993.95898	13.334865237	52.51354411	"0"	c(794100.763659863, 5826993.95897587, 0.236799999998766)
"493"	51480	"11"	"0"	"03"	"003"	"2019"	"10"	"14"	"2"	"3"	"6"	"4"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	800003.407617	5830309.04513	13.42457852	52.540043966	"0"	c(800003.407617475, 5830309.04512515, 0.111799999998766)
"494"	51481	"11"	"0"	"11"	"011"	"2019"	"08"	"11"	"6"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	803673.605278	5835100.26439	13.482913489	52.580952911	"0"	c(803673.605278467, 5835100.26439179, 3.10120000000461)
"495"	51489	"11"	"0"	"07"	"007"	"2019"	"05"	"12"	"5"	"3"	"0"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	795512.207621	5823337.19041	13.352359802	52.48000113	"1"	c(795512.207620678, 5823337.19040527, 0.338300000003073)
"496"	51490	"11"	"0"	"01"	"001"	"2019"	"07"	"09"	"6"	"2"	"5"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	796050.877973	5831331.17773	13.367381268	52.551368133	"0"	c(796050.877973055, 5831331.17772867, 0.74890000000596)
"497"	51496	"11"	"0"	"01"	"001"	"2019"	"10"	"20"	"2"	"3"	"3"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	799552.188742	5828281.46434	13.416118216	52.522118136	"0"	c(799552.188741539, 5828281.46434161, 0.358699999997043)
"498"	51499	"11"	"0"	"12"	"012"	"2019"	"05"	"10"	"5"	"3"	"0"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	794392.457102	5834475.20152	13.345782756	52.580450772	"1"	c(794392.457102082, 5834475.20151844, 0.314100000003236)
"499"	51501	"11"	"0"	"01"	"001"	"2019"	"03"	"08"	"4"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	796195.994378	5830184.96789	13.368493086	52.541014646	"0"	c(796195.994377707, 5830184.96788517, 0.00130000000353903)
"500"	51505	"11"	"0"	"03"	"003"	"2019"	"12"	"05"	"2"	"3"	"5"	"3"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	800283.87	5830084.748	13.428498776	52.537879055	"0"	c(800283.870000002, 5830084.748, 1.02680000000692)
"501"	51506	"11"	"0"	"12"	"012"	"2019"	"07"	"12"	"6"	"3"	"0"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	794572.253629	5833815.93573	13.347842787	52.574443691	"0"	c(794572.253628739, 5833815.93573201, 0.789199999999255)
"502"	51509	"11"	"0"	"04"	"004"	"2019"	"08"	"18"	"5"	"2"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	791847.998774	5826592.40745	13.301410779	52.511154352	"0"	c(791847.998773651, 5826592.40745365, 1.88950000000477)
"503"	51511	"11"	"0"	"06"	"006"	"2019"	"09"	"19"	"5"	"3"	"5"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	789578.884017	5817961.21679	13.260574973	52.434982318	"0"	c(789578.884017106, 5817961.21678864, 4.32619999999588)
"504"	51516	"11"	"0"	"03"	"003"	"2019"	"05"	"18"	"5"	"2"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	800659.394101	5841394.12938	13.444281854	52.639038717	"1"	c(800659.394101225, 5841394.12937614, 2.04780000000028)
"505"	51526	"11"	"0"	"12"	"012"	"2019"	"08"	"16"	"5"	"3"	"5"	"7"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	795807.902124	5832370.43826	13.364734309	52.560816086	"0"	c(795807.902123908, 5832370.43825553, 0.312300000005052)
"506"	51537	"11"	"0"	"01"	"001"	"2019"	"11"	"17"	"4"	"3"	"3"	"6"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	798178.751885	5826923.82419	13.394718633	52.510701439	"1"	c(798178.751884758, 5826923.82418513, 0.199900000006892)
"507"	51539	"11"	"0"	"07"	"007"	"2019"	"03"	"17"	"4"	"3"	"6"	"7"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	797120.457412	5816959.25117	13.370297948	52.421956205	"1"	c(797120.457412065, 5816959.2511674, 1.13240000000224)
"508"	51545	"11"	"0"	"02"	"002"	"2019"	"07"	"21"	"5"	"2"	"5"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	802031.416314	5826155.31196	13.4506191	52.501693804	"0"	c(802031.416313847, 5826155.31196067, 0.281400000007125)
"509"	51548	"11"	"0"	"03"	"003"	"2019"	"08"	"11"	"5"	"3"	"0"	"4"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	800309.376106	5829465.45823	13.428314133	52.532314138	"0"	c(800309.376106022, 5829465.45823161, 0.551000000006752)
"510"	51550	"11"	"0"	"12"	"012"	"2019"	"05"	"17"	"5"	"3"	"4"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	795694.002654	5832888.25094	13.363520454	52.565519632	"0"	c(795694.002654353, 5832888.25093989, 1.71180000000459)
"511"	51551	"11"	"0"	"06"	"006"	"2019"	"07"	"16"	"5"	"3"	"2"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	789556.538084	5817966.49567	13.260251757	52.435041476	"0"	c(789556.538084206, 5817966.49567253, 4.30319999999483)
"512"	51553	"11"	"0"	"04"	"004"	"2019"	"07"	"14"	"5"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	791028.110648	5826477.20024	13.289262935	52.510559578	"0"	c(791028.110648384, 5826477.20024422, 1.06930000000284)
"513"	51559	"11"	"0"	"03"	"003"	"2019"	"07"	"14"	"5"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	800047.278698	5828999.18279	13.424040982	52.528279094	"0"	c(800047.27869771, 5828999.18279204, 0.0108999999938533)
"514"	51563	"11"	"0"	"03"	"003"	"2019"	"08"	"11"	"5"	"2"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	801348.714469	5831003.31733	13.444984718	52.545524488	"0"	c(801348.714469197, 5831003.31732739, 0.00579999999899883)
"515"	51565	"11"	"0"	"02"	"002"	"2019"	"07"	"14"	"5"	"2"	"1"	"5"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	801878.993918	5826541.82898	13.448730839	52.505242528	"0"	c(801878.993918141, 5826541.82898043, 0.309200000003329)
"516"	51567	"11"	"0"	"06"	"006"	"2019"	"08"	"09"	"5"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	789559.992236	5817980.31415	13.260314395	52.435163535	"0"	c(789559.992235859, 5817980.31415147, 4.2673000000068)
"517"	51571	"11"	"0"	"03"	"003"	"2019"	"06"	"11"	"1"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	798113.404404	5835762.42506	13.40169379	52.589963038	"0"	c(798113.404403878, 5835762.42505586, 1.50440000000526)
"518"	51579	"11"	"0"	"03"	"003"	"2019"	"07"	"19"	"4"	"3"	"1"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	800270.75706	5831439.28052	13.429530429	52.550027301	"0"	c(800270.757059838, 5831439.28052205, 1.27490000000398)
"519"	51584	"11"	"0"	"12"	"012"	"2019"	"06"	"10"	"4"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	792784.111866	5837340.84391	13.324647568	52.607007476	"0"	c(792784.111865805, 5837340.84390808, 1.00849999999627)
"520"	51585	"11"	"0"	"06"	"006"	"2019"	"08"	"17"	"4"	"2"	"0"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	786353.278794	5816879.97407	13.212330721	52.426986198	"0"	c(786353.27879361, 5816879.97406713, 0.826400000005378)
"521"	51586	"11"	"0"	"02"	"002"	"2019"	"12"	"19"	"1"	"3"	"6"	"6"	"2"	"1"	"0"	"1"	"0"	"0"	"0"	801839.863757	5826426.35359	13.448051389	52.504229162	"1"	c(801839.863756933, 5826426.35359285, 0.187200000000303)
"522"	51587	"11"	"0"	"03"	"003"	"2019"	"07"	"16"	"4"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	800037.053799	5833451.99842	13.427913658	52.568196578	"0"	c(800037.053799038, 5833451.99841688, 3.33199999999488)
"523"	51589	"11"	"0"	"07"	"007"	"2019"	"10"	"11"	"4"	"3"	"1"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	797981.341247	5819862.7548	13.385508294	52.447515015	"0"	c(797981.341246546, 5819862.75479669, 0.959000000002561)
"524"	51597	"11"	"0"	"02"	"002"	"2019"	"07"	"10"	"4"	"3"	"0"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	802041.23718	5828082.46186	13.452512157	52.518961471	"0"	c(802041.237180412, 5828082.46185563, 3.7554999999993)
"525"	51599	"11"	"0"	"02"	"002"	"2019"	"11"	"09"	"5"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	802119.8959	5828034.86659	13.453624667	52.518491304	"0"	c(802119.895899849, 5828034.86659342, 0.0292999999946915)
"526"	51600	"11"	"0"	"02"	"002"	"2019"	"05"	"08"	"4"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	802576.872138	5827703.15585	13.460037242	52.515264861	"0"	c(802576.872137533, 5827703.15585491, 2.15720000000147)
"527"	51603	"11"	"0"	"11"	"011"	"2019"	"03"	"10"	"1"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	803685.611984	5835336.13032	13.483306257	52.583060167	"0"	c(803685.611984231, 5835336.13032043, 3.33759999999893)
"528"	51609	"11"	"0"	"12"	"012"	"2019"	"09"	"14"	"2"	"3"	"5"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	794572.223384	5833816.93536	13.34784323	52.574452669	"0"	c(794572.223383931, 5833816.93535634, 0.788199999995413)
"529"	51611	"11"	"0"	"11"	"011"	"2019"	"08"	"12"	"4"	"3"	"6"	"4"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	803720.486717	5827586.49171	13.476732037	52.513583617	"0"	c(803720.486716555, 5827586.49170524, 3.30680000000575)
"530"	51613	"11"	"0"	"10"	"010"	"2019"	"05"	"22"	"4"	"2"	"0"	"1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	808205.888	5827481.044	13.542523476	52.510122763	"0"	c(808205.887999999, 5827481.044, 0.107900000002701)
"531"	51614	"11"	"0"	"12"	"012"	"2019"	"07"	"12"	"3"	"3"	"6"	"4"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	795759.622605	5832647.76949	13.364271369	52.563328311	"0"	c(795759.622604696, 5832647.76948888, 0.593800000002375)
"532"	51618	"11"	"0"	"01"	"001"	"2019"	"07"	"18"	"3"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	796448.883	5827390.066	13.369719041	52.515823686	"0"	c(796448.883, 5827390.066, 1.1929999999993)
"533"	51623	"11"	"0"	"02"	"002"	"2019"	"05"	"18"	"4"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	801681.430031	5828880.88715	13.447949673	52.526316966	"0"	c(801681.43003084, 5828880.88714584, 2.90649999999732)
"534"	51627	"11"	"0"	"02"	"002"	"2019"	"06"	"11"	"6"	"3"	"6"	"4"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	802965.242976	5827663.58186	13.465706984	52.514694577	"0"	c(802965.24297647, 5827663.58185951, 2.54760000000533)
"535"	51628	"11"	"0"	"01"	"001"	"2019"	"08"	"10"	"4"	"2"	"6"	"4"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	796753.711392	5826688.72901	13.373572662	52.509371152	"0"	c(796753.711391645, 5826688.72900544, 0.760200000004261)
"536"	51630	"11"	"0"	"01"	"001"	"2019"	"05"	"11"	"3"	"3"	"0"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	796341.951354	5827359.31135	13.368120432	52.515606113	"0"	c(796341.951353565, 5827359.31134593, 1.17489999999816)
"537"	51637	"11"	"0"	"01"	"001"	"2019"	"08"	"10"	"4"	"3"	"3"	"6"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	797799.054453	5827595.38634	13.389741299	52.51692859	"0"	c(797799.054453075, 5827595.38634255, 0.267399999996996)
"538"	51639	"11"	"0"	"03"	"003"	"2019"	"05"	"19"	"3"	"3"	"3"	"6"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	800985.051426	5830503.53826	13.439185263	52.541245929	"0"	c(800985.051426437, 5830503.53826118, 1.7835999999952)
"539"	51640	"11"	"0"	"12"	"012"	"2019"	"07"	"12"	"2"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	793552.568908	5835835.29227	13.334628066	52.593096839	"0"	c(793552.568908381, 5835835.29226765, 0.664099999994505)
"540"	51641	"11"	"0"	"02"	"002"	"2019"	"03"	"07"	"6"	"2"	"3"	"5"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	799825.808	5828730.512	13.420543816	52.525992744	"0"	c(799825.808000002, 5828730.512, 0.0831000000034692)
"541"	51644	"11"	"0"	"11"	"011"	"2019"	"08"	"20"	"3"	"3"	"5"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	804246.886091	5827532.07924	13.48441543	52.512802579	"0"	c(804246.886090793, 5827532.07923565, 3.83599999999569)
"542"	51646	"11"	"0"	"03"	"003"	"2019"	"07"	"10"	"2"	"3"	"1"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	798256.156277	5834745.75942	13.402879707	52.580771899	"0"	c(798256.156277209, 5834745.75942399, 0.393500000005588)
"543"	51653	"11"	"0"	"07"	"007"	"2019"	"10"	"21"	"7"	"2"	"3"	"6"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	796006.267342	5825100.50078	13.361179666	52.495540161	"1"	c(796006.267341518, 5825100.50077524, 0.471000000005006)
"544"	51657	"11"	"0"	"07"	"007"	"2019"	"05"	"18"	"3"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	797560.196814	5818348.52134	13.377981572	52.434170768	"0"	c(797560.19681408, 5818348.52133951, 2.60580000000482)
"545"	51662	"11"	"0"	"07"	"007"	"2019"	"07"	"11"	"2"	"3"	"5"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	800144.918997	5813083.22283	13.41116832	52.385562379	"0"	c(800144.918997265, 5813083.22283139, 1.13790000000154)
"546"	51664	"11"	"0"	"02"	"002"	"2019"	"10"	"18"	"3"	"3"	"5"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	797033.445245	5825871.96286	13.376953617	52.501897472	"0"	c(797033.445245001, 5825871.96286473, 0.282600000005914)
"547"	51668	"11"	"0"	"01"	"001"	"2019"	"07"	"09"	"2"	"2"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	795877.562835	5832065.92946	13.365487449	52.558048624	"0"	c(795877.562835107, 5832065.92945852, 0.119399999995949)
"548"	51673	"11"	"0"	"02"	"002"	"2019"	"12"	"07"	"4"	"3"	"5"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	802589.472547	5827701.80218	13.460221132	52.515245738	"0"	c(802589.472547419, 5827701.80218003, 2.1698999999935)
"549"	51675	"11"	"0"	"02"	"002"	"2019"	"07"	"15"	"2"	"3"	"0"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	802831.306448	5825819.70153	13.462062027	52.498242444	"0"	c(802831.306448241, 5825819.70153368, 0.510299999994459)
"550"	51679	"11"	"0"	"01"	"001"	"2019"	"07"	"14"	"2"	"3"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	799164.806262	5828336.73271	13.41047538	52.522826208	"0"	c(799164.806261743, 5828336.73270989, 0.700599999996484)
"551"	51680	"11"	"0"	"03"	"003"	"2019"	"03"	"08"	"4"	"3"	"2"	"6"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	798981.564563	5832525.1503	13.411551936	52.560469561	"0"	c(798981.564562784, 5832525.15030155, 0.207699999999022)
"552"	51684	"11"	"0"	"01"	"001"	"2019"	"05"	"09"	"3"	"3"	"3"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	796395.106854	5827381.12256	13.368920906	52.515772744	"0"	c(796395.106853574, 5827381.12255573, 1.13850000000093)
"553"	51686	"11"	"0"	"03"	"003"	"2019"	"06"	"18"	"1"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	799969.438654	5830202.22247	13.423982715	52.53910518	"0"	c(799969.438654139, 5830202.22246566, 0.68300000000454)
"554"	51690	"11"	"0"	"03"	"003"	"2019"	"12"	"16"	"3"	"3"	"1"	"5"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	799408.584385	5830311.76198	13.415836607	52.540395467	"1"	c(799408.584384891, 5830311.76198361, 0.111600000003818)
"555"	51691	"11"	"0"	"03"	"003"	"2019"	"05"	"07"	"3"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	798986.051669	5832517.1493	13.411610723	52.560395381	"0"	c(798986.051668747, 5832517.14930009, 0.198600000003353)
"556"	51696	"11"	"0"	"02"	"002"	"2019"	"03"	"08"	"3"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	801643.541314	5828891.93707	13.4474029	52.526436971	"0"	c(801643.541314445, 5828891.93706725, 2.85360000000219)
"557"	51698	"11"	"0"	"01"	"001"	"2019"	"06"	"12"	"4"	"3"	"3"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	797333.053693	5827548.51131	13.382852126	52.516762667	"0"	c(797333.053692926, 5827548.51130608, 0.310400000002119)
"558"	51708	"11"	"0"	"02"	"002"	"2019"	"03"	"15"	"3"	"3"	"6"	"6"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	803058.048242	5827654.15525	13.467061832	52.514558531	"0"	c(803058.048241591, 5827654.15525273, 2.64089999999851)
"559"	51710	"11"	"0"	"02"	"002"	"2019"	"08"	"17"	"2"	"3"	"4"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	801840.642601	5826428.53498	13.448064806	52.504248283	"0"	c(801840.64260094, 5826428.53498172, 0.189499999993131)
"560"	51714	"11"	"0"	"01"	"001"	"2019"	"06"	"10"	"6"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	799130.000524	5827673.98948	13.409367943	52.516904788	"0"	c(799130.000523535, 5827673.98948484, 0.010599999994156)
"561"	51716	"11"	"0"	"01"	"001"	"2019"	"06"	"16"	"5"	"3"	"1"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	796685.235932	5827430.17419	13.373227674	52.516054695	"0"	c(796685.235932007, 5827430.17419112, 1.43279999999504)
"562"	51719	"11"	"0"	"10"	"010"	"2019"	"05"	"13"	"2"	"3"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	807885.268995	5831010.47615	13.541081845	52.541934312	"0"	c(807885.268994601, 5831010.47615353, 3.01850000000559)
"563"	51720	"11"	"0"	"05"	"005"	"2019"	"06"	"16"	"6"	"2"	"4"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	785757.017635	5826116.07767	13.211496014	52.510108745	"0"	c(785757.017634843, 5826116.0776678, 1.04580000000715)
"564"	51724	"11"	"0"	"02"	"002"	"2019"	"09"	"20"	"5"	"3"	"1"	"5"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	797500.375008	5825541.44385	13.38351697	52.498680373	"1"	c(797500.375008258, 5825541.44385201, 0.433699999994133)
"565"	51726	"11"	"0"	"11"	"011"	"2019"	"10"	"20"	"5"	"2"	"0"	"7"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	803674.887768	5835180.17962	13.483005575	52.581668439	"1"	c(803674.887768267, 5835180.17961831, 3.18110000000161)
"566"	51738	"11"	"0"	"03"	"003"	"2019"	"03"	"06"	"2"	"2"	"5"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	800091.15763	5834035.62362	13.429237601	52.573397914	"0"	c(800091.157630123, 5834035.62361891, 3.91820000000007)
"567"	51740	"11"	"0"	"04"	"004"	"2019"	"08"	"15"	"2"	"3"	"5"	"3"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	789152.958223	5826158.18267	13.261432537	52.508696723	"0"	c(789152.958222867, 5826158.18267173, 4.50930000000517)
"568"	51747	"11"	"0"	"01"	"001"	"2019"	"05"	"20"	"1"	"3"	"5"	"3"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	800021.677839	5828096.11177	13.422850036	52.520198638	"0"	c(800021.67783938, 5828096.1117681, 0.48080000000482)
"569"	51748	"11"	"0"	"01"	"001"	"2019"	"03"	"12"	"7"	"3"	"2"	"7"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	798920.960902	5828128.17064	13.40670458	52.521090484	"0"	c(798920.960901511, 5828128.17064343, 0.366099999999278)
"570"	51754	"11"	"0"	"10"	"010"	"2019"	"10"	"07"	"2"	"3"	"5"	"7"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	808755.614626	5827439.68987	13.550559577	52.509441309	"0"	c(808755.614625529, 5827439.6898676, 0.654599999994389)
"571"	51755	"11"	"0"	"07"	"007"	"2019"	"08"	"19"	"2"	"3"	"1"	"5"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	795580.548819	5823905.61435	13.353867169	52.485059641	"0"	c(795580.54881912, 5823905.61434831, 0.524199999999837)
"572"	51757	"11"	"0"	"01"	"001"	"2019"	"06"	"10"	"5"	"2"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	796343.923	5830077.937	13.370572471	52.539974795	"0"	c(796343.923000001, 5830077.937, 0.180500000002212)
"573"	51758	"11"	"0"	"11"	"011"	"2019"	"03"	"15"	"7"	"2"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	803768.094067	5827581.82277	13.477427163	52.51351526	"1"	c(803768.094066798, 5827581.82276864, 3.35460000000603)
"574"	51760	"11"	"0"	"03"	"003"	"2019"	"08"	"13"	"2"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	800899.652825	5830368.74748	13.437807765	52.540084942	"0"	c(800899.652824537, 5830368.74747742, 1.62399999999616)
"575"	51763	"11"	"0"	"02"	"002"	"2019"	"06"	"22"	"5"	"2"	"0"	"7"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	797424.251683	5825533.61758	13.382391907	52.498651712	"0"	c(797424.251683204, 5825533.61757853, 0.357000000003609)
"576"	51767	"11"	"0"	"02"	"002"	"2019"	"06"	"07"	"5"	"3"	"3"	"6"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	803398.99056	5827603.21937	13.472024241	52.513912463	"0"	c(803398.990560381, 5827603.21936738, 3.05469999999332)
"577"	51768	"11"	"0"	"03"	"003"	"2019"	"03"	"08"	"6"	"3"	"3"	"6"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	801555.478943	5831202.20683	13.448205146	52.547192737	"1"	c(801555.478942589, 5831202.20683238, 0.0227000000013504)
"578"	51770	"11"	"0"	"03"	"003"	"2019"	"08"	"07"	"2"	"3"	"6"	"4"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	799215.047132	5831327.48557	13.413906408	52.54960615	"1"	c(799215.047131991, 5831327.48557099, 3.07270000000426)
"579"	51772	"11"	"0"	"01"	"001"	"2019"	"05"	"22"	"7"	"3"	"5"	"3"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	800001.169277	5828076.52849	13.422531021	52.520034389	"0"	c(800001.16927738, 5828076.52848887, 0.472200000003795)
"580"	51775	"11"	"0"	"02"	"002"	"2019"	"11"	"18"	"5"	"3"	"3"	"6"	"2"	"1"	"0"	"0"	"0"	"0"	"1"	802148.558473	5827565.4544	13.453619526	52.514268086	"1"	c(802148.558472703, 5827565.45439678, 1.77000000000407)
"581"	51782	"11"	"0"	"09"	"009"	"2019"	"09"	"16"	"5"	"3"	"0"	"7"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	805667.464316	5822054.26132	13.500259977	52.462913792	"0"	c(805667.464316184, 5822054.26131558, 4.318299999999)
"582"	51784	"11"	"0"	"01"	"001"	"2019"	"10"	"14"	"4"	"3"	"5"	"2"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	796952.405878	5826724.47161	13.376523641	52.509583425	"0"	c(796952.405877964, 5826724.47161357, 0.962100000004284)
"583"	51787	"11"	"0"	"02"	"002"	"2019"	"05"	"13"	"7"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	797898.933306	5825429.76457	13.38927093	52.497461889	"0"	c(797898.93330624, 5825429.76457151, 0.550199999997858)
"584"	51788	"11"	"0"	"12"	"012"	"2019"	"06"	"16"	"4"	"3"	"0"	"5"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	795682.442171	5832918.22394	13.36337711	52.565794589	"0"	c(795682.442170973, 5832918.22393948, 1.67969999999332)
"585"	51791	"11"	"0"	"03"	"003"	"2019"	"06"	"00"	"7"	"3"	"2"	"7"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	800293.047061	5829439.33697	13.428050532	52.532089001	"0"	c(800293.047060814, 5829439.33696518, 0.520099999994272)
"586"	51794	"11"	"0"	"03"	"003"	"2019"	"03"	"11"	"6"	"3"	"5"	"2"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	800370.860018	5829563.81891	13.429306704	52.533161893	"0"	c(800370.860018234, 5829563.81890639, 0.667000000001281)
"587"	51795	"11"	"0"	"04"	"004"	"2019"	"10"	"14"	"6"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	791568.877878	5826566.60743	13.297286923	52.511072326	"0"	c(791568.877878095, 5826566.60742859, 1.61740000000282)
"588"	51796	"11"	"0"	"03"	"003"	"2019"	"08"	"08"	"1"	"2"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	798627.240313	5833015.0716	13.406781533	52.565055402	"1"	c(798627.240312526, 5833015.0715999, 0.818299999998999)
"589"	51801	"11"	"0"	"01"	"001"	"2019"	"09"	"15"	"5"	"3"	"5"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	795861.875945	5832068.32836	13.365258867	52.55807865	"0"	c(795861.875945144, 5832068.32836244, 0.00539999999455176)
"590"	51808	"11"	"0"	"03"	"003"	"2019"	"03"	"20"	"5"	"3"	"5"	"2"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	799995.340425	5830193.5958	13.424355691	52.539013598	"1"	c(799995.340425464, 5830193.59580077, 0.710399999996298)
