"","id","name","year","AI1303","AI1302","AI1304","AI1305","VER001","VER002","VER005","VER056"
"321",7,"Rheinland-Pfalz",2011,82.9,58,4.8,513.8,23169,15816,6491,7353
"322",7,"Rheinland-Pfalz",2012,78.8,55.9,5.2,487.2,22301,14977,6433,7324
"323",7,"Rheinland-Pfalz",2013,74.6,53.5,4.4,464.7,21346,14288,6201,7058
"324",7,"Rheinland-Pfalz",2014,73.4,53.2,4.4,477.5,21300,14785,5729,6515
"325",7,"Rheinland-Pfalz",2015,72.5,53,4.8,473.6,21383,14778,5785,6605
"326",7,"Rheinland-Pfalz",2016,73.3,54.1,4,484.2,21976,15188,5940,6788
"327",7,"Rheinland-Pfalz",2018,70.5,53.4,4.1,475.3,21779,14960,0,6819
"328",7,"Rheinland-Pfalz",2017,NA,54.1,4.3,469.9,22016,14806,6272,7210
"329",7,"Rheinland-Pfalz",1996,NA,NA,NA,NA,26273,17608,7369,8665
"330",7,"Rheinland-Pfalz",1997,NA,NA,NA,NA,26222,17855,7083,8367
"331",7,"Rheinland-Pfalz",1998,NA,NA,NA,NA,26479,17912,7351,8567
"332",7,"Rheinland-Pfalz",1999,NA,NA,NA,NA,28028,19405,7239,8623
"333",7,"Rheinland-Pfalz",2001,NA,NA,NA,NA,28801,18693,8733,10108
"334",7,"Rheinland-Pfalz",2002,NA,NA,NA,NA,28817,18581,8968,10236
"335",7,"Rheinland-Pfalz",2003,NA,NA,NA,NA,28287,18482,8492,9805
"336",7,"Rheinland-Pfalz",2004,NA,NA,NA,NA,27149,17369,8748,9780
"337",8,"Baden-Württemberg, Land",1995,87.8,55,9.3,508.4,56636,38433,15154,18203
"338",8,"Baden-Württemberg, Land",2000,88.2,59.8,7.9,559.9,62787,43371,16582,19416
"339",8,"Baden-Württemberg, Land",2005,77.6,54.5,5.9,497.9,58445,40227,15631,18218
"340",8,"Baden-Württemberg, Land",2006,75,53.4,6.3,494.1,57288,40096,14746,17192
"341",8,"Baden-Württemberg, Land",2007,85,53.9,5.8,495.7,57900,40634,14987,17266
"342",8,"Baden-Württemberg, Land",2008,79.3,50.6,5.1,456.7,54430,37955,14200,16475
"343",8,"Baden-Württemberg, Land",2009,74.6,48.2,5,436.4,51811,35922,13724,15889
"344",8,"Baden-Württemberg, Land",2010,71.8,47,4.6,415.7,50544,33931,14694,16613
"345",8,"Baden-Württemberg, Land",2011,72.7,49.7,4.6,450.7,52174,36531,13751,15643
"346",8,"Baden-Württemberg, Land",2012,70.7,48.9,4.5,442.3,51566,35856,13815,15710
"347",8,"Baden-Württemberg, Land",2013,69.2,48.3,4.4,430.5,51162,35240,14151,15922
"348",8,"Baden-Württemberg, Land",2014,68.3,48.1,4.4,444.5,51390,36481,13115,14909
"349",8,"Baden-Württemberg, Land",2015,67.1,47.7,4.5,445.8,51501,37014,12756,14487
"350",8,"Baden-Württemberg, Land",2016,66.3,47.5,3.7,440.7,51898,36950,13136,14948
"351",8,"Baden-Württemberg, Land",2018,63.2,46.4,4,435.4,51267,37330,0,13937
"352",8,"Baden-Württemberg, Land",2017,NA,46.9,4.2,430.5,51491,36724,13036,14767
"353",8,"Baden-Württemberg, Land",1996,NA,NA,NA,NA,56941,37774,16020,19167
"354",8,"Baden-Württemberg, Land",1997,NA,NA,NA,NA,59145,39987,16092,19158
"355",8,"Baden-Württemberg, Land",1998,NA,NA,NA,NA,60707,41106,16806,19601
"356",8,"Baden-Württemberg, Land",1999,NA,NA,NA,NA,63059,43042,17249,20017
"357",8,"Baden-Württemberg, Land",2001,NA,NA,NA,NA,62882,43149,17026,19733
"358",8,"Baden-Württemberg, Land",2002,NA,NA,NA,NA,61377,42050,16664,19327
"359",8,"Baden-Württemberg, Land",2003,NA,NA,NA,NA,59536,41561,15392,17975
"360",8,"Baden-Württemberg, Land",2004,NA,NA,NA,NA,58566,40425,15476,18141
"361",9,"Bayern",1995,100.8,65.6,13.4,703.4,78465,61060,14486,17405
"362",9,"Bayern",2000,92,65.7,11.9,713.9,80093,63116,13794,16977
"363",9,"Bayern",2005,74.9,56.2,7.9,596.2,69940,55559,11771,14381
"364",9,"Bayern",2006,73.4,55.9,7.3,588.8,69712,54832,12466,14880
"365",9,"Bayern",2007,84.2,56.6,7.9,597.1,70775,56162,12385,14613
"366",9,"Bayern",2008,79.9,54.3,6.3,567.9,67949,53774,12058,14175
"367",9,"Bayern",2009,77.6,53.6,6.3,560,67003,52912,12061,14091
"368",9,"Bayern",2010,75,52.5,5.6,540.4,65732,50969,12830,14763
"369",9,"Bayern",2011,73.9,53.3,6.3,566.2,66220,53119,10961,13101
"370",9,"Bayern",2012,72.3,52.7,5.3,556.7,65774,52245,11546,13529
"371",9,"Bayern",2013,70.5,51.8,5.4,547.5,65101,51819,11326,13282
"372",9,"Bayern",2014,68.5,50.9,4.9,549.8,64404,52521,10038,11883
"373",9,"Bayern",2015,68.9,51.7,4.8,557.4,66006,53827,10308,12179
"374",9,"Bayern",2016,68.4,51.9,4.8,556.9,66832,54500,10374,12332
"375",9,"Bayern",2018,63.9,49.8,4.7,539.2,64904,53962,0,10942
"376",9,"Bayern",2017,NA,50.2,4.7,537.3,65042,53140,9783,11902
"377",9,"Bayern",1996,NA,NA,NA,NA,76686,59240,13757,17446
"378",9,"Bayern",1997,NA,NA,NA,NA,76516,60008,13036,16508
"379",9,"Bayern",1998,NA,NA,NA,NA,77746,61361,13229,16385
"380",9,"Bayern",1999,NA,NA,NA,NA,81764,64368,14154,17396
"381",9,"Bayern",2001,NA,NA,NA,NA,81856,64201,14731,17655
"382",9,"Bayern",2002,NA,NA,NA,NA,77593,61041,13581,16552
"383",9,"Bayern",2003,NA,NA,NA,NA,76697,60232,13681,16465
"384",9,"Bayern",2004,NA,NA,NA,NA,69881,57528,9309,12353
